Turn 1, Prize = Life 30 min
Turn 8672, Prize = Life 30 min
Turn 8673, Prize = Hammer 1X
Turn 8674, Prize = Life 30 min
Turn 8675, Prize = Brush 3X
Turn 8676, Prize = Brush 1X
Turn 8677, Prize = Gem 35
Turn 8678, Prize = Brush 3X
Turn 8679, Prize = Hammer 1X
Turn 8680, Prize = Coin 750
Turn 8681, Prize = Brush 1X
Turn 8682, Prize = Brush 3X
Turn 8683, Prize = Gem 75
Turn 8684, Prize = Brush 3X
Turn 8685, Prize = Brush 1X
Turn 8686, Prize = Brush 1X
Turn 8687, Prize = Hammer 1X
Turn 8688, Prize = Brush 1X
Turn 8689, Prize = Brush 1X
Turn 8690, Prize = Life 30 min
Turn 8691, Prize = Brush 1X
Turn 8692, Prize = Hammer 3X
Turn 8693, Prize = Hammer 1X
Turn 8694, Prize = Hammer 3X
Turn 8695, Prize = Coin 750
Turn 8696, Prize = Brush 3X
Turn 8697, Prize = Hammer 1X
Turn 8698, Prize = Brush 1X
Turn 8699, Prize = Gem 35
Turn 8700, Prize = Brush 1X
Turn 8701, Prize = Gem 35
Turn 8702, Prize = Hammer 1X
Turn 8703, Prize = Hammer 3X
Turn 8704, Prize = Brush 1X
Turn 8705, Prize = Hammer 1X
Turn 8706, Prize = Brush 1X
Turn 8707, Prize = Brush 1X
Turn 8708, Prize = Brush 1X
Turn 8709, Prize = Gem 35
Turn 8710, Prize = Coin 750
Turn 8711, Prize = Hammer 3X
Turn 8712, Prize = Hammer 1X
Turn 8713, Prize = Coin 750
Turn 8714, Prize = Life 30 min
Turn 8715, Prize = Life 30 min
Turn 8716, Prize = Life 30 min
Turn 8717, Prize = Hammer 1X
Turn 8718, Prize = Brush 1X
Turn 8719, Prize = Hammer 1X
Turn 8720, Prize = Brush 3X
Turn 8721, Prize = Hammer 1X
Turn 8722, Prize = Life 30 min
Turn 8723, Prize = Brush 3X
Turn 8724, Prize = Hammer 3X
Turn 8725, Prize = Hammer 1X
Turn 8726, Prize = Brush 1X
Turn 8727, Prize = Life 30 min
Turn 8728, Prize = Hammer 3X
Turn 8729, Prize = Hammer 1X
Turn 8730, Prize = Hammer 3X
Turn 8731, Prize = Hammer 1X
Turn 8732, Prize = Life 30 min
Turn 8733, Prize = Brush 1X
Turn 8734, Prize = Life 30 min
Turn 8735, Prize = Brush 1X
Turn 8736, Prize = Brush 1X
Turn 8737, Prize = Life 30 min
Turn 8738, Prize = Hammer 1X
Turn 8739, Prize = Hammer 1X
Turn 8740, Prize = Life 30 min
Turn 8741, Prize = Brush 3X
Turn 8742, Prize = Life 30 min
Turn 8743, Prize = Hammer 1X
Turn 8744, Prize = Gem 35
Turn 8745, Prize = Life 30 min
Turn 8746, Prize = Hammer 1X
Turn 8747, Prize = Gem 35
Turn 8748, Prize = Gem 75
Turn 8749, Prize = Brush 1X
Turn 8750, Prize = Hammer 3X
Turn 8751, Prize = Gem 75
Turn 8752, Prize = Gem 75
Turn 8753, Prize = Life 30 min
Turn 8754, Prize = Brush 1X
Turn 8755, Prize = Hammer 3X
Turn 8756, Prize = Life 30 min
Turn 8757, Prize = Hammer 1X
Turn 8758, Prize = Brush 1X
Turn 8759, Prize = Coin 750
Turn 8760, Prize = Life 30 min
Turn 8761, Prize = Hammer 1X
Turn 8762, Prize = Hammer 3X
Turn 8763, Prize = Hammer 1X
Turn 8764, Prize = Hammer 1X
Turn 8765, Prize = Hammer 1X
Turn 8766, Prize = Brush 1X
Turn 8767, Prize = Brush 1X
Turn 8768, Prize = Life 30 min
Turn 8769, Prize = Brush 3X
Turn 8770, Prize = Life 30 min
Turn 8771, Prize = Gem 35
Turn 8772, Prize = Hammer 1X
Turn 8773, Prize = Brush 1X
Turn 8774, Prize = Coin 750
Turn 8775, Prize = Gem 35
Turn 8776, Prize = Coin 750
Turn 8777, Prize = Hammer 3X
Turn 8778, Prize = Brush 3X
Turn 8779, Prize = Hammer 1X
Turn 8780, Prize = Hammer 1X
Turn 8781, Prize = Hammer 1X
Turn 8782, Prize = Hammer 1X
Turn 8783, Prize = Hammer 1X
Turn 8784, Prize = Hammer 1X
Turn 8785, Prize = Brush 1X
Turn 8786, Prize = Hammer 1X
Turn 8787, Prize = Hammer 1X
Turn 8788, Prize = Brush 3X
Turn 8789, Prize = Coin 750
Turn 8790, Prize = Life 30 min
Turn 8791, Prize = Brush 3X
Turn 8792, Prize = Hammer 1X
Turn 8793, Prize = Coin 750
Turn 8794, Prize = Hammer 1X
Turn 8795, Prize = Hammer 3X
Turn 8796, Prize = Hammer 1X
Turn 8797, Prize = Life 30 min
Turn 8798, Prize = Life 30 min
Turn 8799, Prize = Hammer 1X
Turn 8800, Prize = Life 30 min
Turn 8801, Prize = Hammer 3X
Turn 8802, Prize = Hammer 1X
Turn 8803, Prize = Life 30 min
Turn 8804, Prize = Brush 3X
Turn 8805, Prize = Life 30 min
Turn 8806, Prize = Brush 1X
Turn 8807, Prize = Life 30 min
Turn 8808, Prize = Life 30 min
Turn 8809, Prize = Coin 750
Turn 8810, Prize = Gem 35
Turn 8811, Prize = Hammer 1X
Turn 8812, Prize = Hammer 3X
Turn 8813, Prize = Life 30 min
Turn 8814, Prize = Hammer 1X
Turn 8815, Prize = Hammer 1X
Turn 8816, Prize = Hammer 3X
Turn 8817, Prize = Hammer 1X
Turn 8818, Prize = Life 30 min
Turn 8819, Prize = Hammer 1X
Turn 8820, Prize = Hammer 1X
Turn 8821, Prize = Coin 750
Turn 8822, Prize = Brush 3X
Turn 8823, Prize = Coin 750
Turn 8824, Prize = Life 30 min
Turn 8825, Prize = Hammer 1X
Turn 8826, Prize = Hammer 1X
Turn 8827, Prize = Brush 1X
Turn 8828, Prize = Brush 3X
Turn 8829, Prize = Hammer 1X
Turn 8830, Prize = Life 30 min
Turn 8831, Prize = Life 30 min
Turn 8832, Prize = Brush 3X
Turn 8833, Prize = Life 30 min
Turn 8834, Prize = Brush 1X
Turn 8835, Prize = Hammer 3X
Turn 8836, Prize = Brush 1X
Turn 8837, Prize = Life 30 min
Turn 8838, Prize = Gem 35
Turn 8839, Prize = Brush 3X
Turn 8840, Prize = Hammer 1X
Turn 8841, Prize = Gem 75
Turn 8842, Prize = Life 30 min
Turn 8843, Prize = Brush 3X
Turn 8844, Prize = Brush 1X
Turn 8845, Prize = Life 30 min
Turn 8846, Prize = Brush 1X
Turn 8847, Prize = Brush 1X
Turn 8848, Prize = Life 30 min
Turn 8849, Prize = Hammer 1X
Turn 8850, Prize = Brush 1X
Turn 8851, Prize = Brush 1X
Turn 8852, Prize = Coin 750
Turn 8853, Prize = Gem 75
Turn 8854, Prize = Brush 3X
Turn 8855, Prize = Brush 3X
Turn 8856, Prize = Coin 750
Turn 8857, Prize = Brush 1X
Turn 8858, Prize = Brush 1X
Turn 8859, Prize = Brush 3X
Turn 8860, Prize = Life 30 min
Turn 8861, Prize = Hammer 3X
Turn 8862, Prize = Life 30 min
Turn 8863, Prize = Gem 35
Turn 8864, Prize = Hammer 1X
Turn 8865, Prize = Life 30 min
Turn 8866, Prize = Life 30 min
Turn 8867, Prize = Brush 1X
Turn 8868, Prize = Gem 75
Turn 8869, Prize = Gem 35
Turn 8870, Prize = Brush 1X
Turn 8871, Prize = Brush 1X
Turn 8872, Prize = Hammer 1X
Turn 8873, Prize = Hammer 1X
Turn 8874, Prize = Gem 75
Turn 8875, Prize = Gem 75
Turn 8876, Prize = Life 30 min
Turn 8877, Prize = Brush 1X
Turn 8878, Prize = Gem 35
Turn 8879, Prize = Gem 35
Turn 8880, Prize = Hammer 1X
Turn 8881, Prize = Brush 1X
Turn 8882, Prize = Brush 1X
Turn 8883, Prize = Hammer 1X
Turn 8884, Prize = Hammer 1X
Turn 8885, Prize = Hammer 3X
Turn 8886, Prize = Brush 3X
Turn 8887, Prize = Life 30 min
Turn 8888, Prize = Brush 1X
Turn 8889, Prize = Hammer 3X
Turn 8890, Prize = Brush 3X
Turn 8891, Prize = Hammer 1X
Turn 8892, Prize = Life 30 min
Turn 8893, Prize = Hammer 3X
Turn 8894, Prize = Coin 750
Turn 8895, Prize = Brush 1X
Turn 8896, Prize = Brush 1X
Turn 8897, Prize = Hammer 1X
Turn 8898, Prize = Hammer 1X
Turn 8899, Prize = Brush 3X
Turn 8900, Prize = Brush 3X
Turn 8901, Prize = Life 30 min
Turn 8902, Prize = Brush 3X
Turn 8903, Prize = Brush 1X
Turn 8904, Prize = Life 30 min
Turn 8905, Prize = Life 30 min
Turn 8906, Prize = Life 30 min
Turn 8907, Prize = Hammer 3X
Turn 8908, Prize = Hammer 1X
Turn 8909, Prize = Hammer 1X
Turn 8910, Prize = Hammer 3X
Turn 8911, Prize = Coin 750
Turn 8912, Prize = Hammer 1X
Turn 8913, Prize = Gem 75
Turn 8914, Prize = Life 30 min
Turn 8915, Prize = Hammer 1X
Turn 8916, Prize = Gem 75
Turn 8917, Prize = Gem 35
Turn 8918, Prize = Life 30 min
Turn 8919, Prize = Brush 3X
Turn 8920, Prize = Hammer 3X
Turn 8921, Prize = Gem 35
Turn 8922, Prize = Hammer 1X
Turn 8923, Prize = Brush 1X
Turn 8924, Prize = Gem 35
Turn 8925, Prize = Gem 35
Turn 8926, Prize = Brush 1X
Turn 8927, Prize = Hammer 1X
Turn 8928, Prize = Hammer 1X
Turn 8929, Prize = Hammer 1X
Turn 8930, Prize = Brush 1X
Turn 8931, Prize = Life 30 min
Turn 8932, Prize = Hammer 1X
Turn 8933, Prize = Brush 1X
Turn 8934, Prize = Life 30 min
Turn 8935, Prize = Brush 3X
Turn 8936, Prize = Gem 35
Turn 8937, Prize = Brush 3X
Turn 8938, Prize = Life 30 min
Turn 8939, Prize = Gem 75
Turn 8940, Prize = Hammer 1X
Turn 8941, Prize = Hammer 3X
Turn 8942, Prize = Life 30 min
Turn 8943, Prize = Hammer 3X
Turn 8944, Prize = Hammer 1X
Turn 8945, Prize = Brush 3X
Turn 8946, Prize = Gem 35
Turn 8947, Prize = Life 30 min
Turn 8948, Prize = Gem 35
Turn 8949, Prize = Life 30 min
Turn 8950, Prize = Brush 1X
Turn 8951, Prize = Brush 1X
Turn 8952, Prize = Hammer 1X
Turn 8953, Prize = Brush 1X
Turn 8954, Prize = Coin 750
Turn 8955, Prize = Hammer 1X
Turn 8956, Prize = Brush 3X
Turn 8957, Prize = Gem 75
Turn 8958, Prize = Brush 1X
Turn 8959, Prize = Life 30 min
Turn 8960, Prize = Hammer 1X
Turn 8961, Prize = Gem 35
Turn 8962, Prize = Life 30 min
Turn 8963, Prize = Brush 1X
Turn 8964, Prize = Hammer 3X
Turn 8965, Prize = Brush 3X
Turn 8966, Prize = Brush 1X
Turn 8967, Prize = Coin 750
Turn 8968, Prize = Brush 1X
Turn 8969, Prize = Hammer 1X
Turn 8970, Prize = Gem 35
Turn 8971, Prize = Brush 1X
Turn 8972, Prize = Brush 1X
Turn 8973, Prize = Hammer 3X
Turn 8974, Prize = Life 30 min
Turn 8975, Prize = Brush 3X
Turn 8976, Prize = Brush 1X
Turn 8977, Prize = Brush 1X
Turn 8978, Prize = Life 30 min
Turn 8979, Prize = Life 30 min
Turn 8980, Prize = Gem 35
Turn 8981, Prize = Brush 1X
Turn 8982, Prize = Brush 3X
Turn 8983, Prize = Hammer 1X
Turn 8984, Prize = Gem 75
Turn 8985, Prize = Hammer 1X
Turn 8986, Prize = Gem 75
Turn 8987, Prize = Hammer 3X
Turn 8988, Prize = Life 30 min
Turn 8989, Prize = Life 30 min
Turn 8990, Prize = Hammer 3X
Turn 8991, Prize = Life 30 min
Turn 8992, Prize = Gem 35
Turn 8993, Prize = Hammer 1X
Turn 8994, Prize = Brush 3X
Turn 8995, Prize = Hammer 3X
Turn 8996, Prize = Hammer 1X
Turn 8997, Prize = Life 30 min
Turn 8998, Prize = Gem 75
Turn 8999, Prize = Life 30 min
Turn 9000, Prize = Hammer 1X
Turn 9001, Prize = Life 30 min
Turn 9002, Prize = Brush 3X
Turn 9003, Prize = Gem 35
Turn 9004, Prize = Brush 3X
Turn 9005, Prize = Brush 3X
Turn 9006, Prize = Life 30 min
Turn 9007, Prize = Gem 35
Turn 9008, Prize = Brush 1X
Turn 9009, Prize = Life 30 min
Turn 9010, Prize = Brush 1X
Turn 9011, Prize = Brush 1X
Turn 9012, Prize = Life 30 min
Turn 9013, Prize = Hammer 1X
Turn 9014, Prize = Hammer 1X
Turn 9015, Prize = Hammer 1X
Turn 9016, Prize = Hammer 1X
Turn 9017, Prize = Life 30 min
Turn 9018, Prize = Hammer 1X
Turn 9019, Prize = Gem 35
Turn 9020, Prize = Brush 1X
Turn 9021, Prize = Gem 35
Turn 9022, Prize = Life 30 min
Turn 9023, Prize = Hammer 1X
Turn 9024, Prize = Life 30 min
Turn 9025, Prize = Brush 1X
Turn 9026, Prize = Hammer 1X
Turn 9027, Prize = Hammer 1X
Turn 9028, Prize = Brush 1X
Turn 9029, Prize = Hammer 3X
Turn 9030, Prize = Hammer 1X
Turn 9031, Prize = Coin 750
Turn 9032, Prize = Life 30 min
Turn 9033, Prize = Brush 1X
Turn 9034, Prize = Life 30 min
Turn 9035, Prize = Life 30 min
Turn 9036, Prize = Life 30 min
Turn 9037, Prize = Coin 750
Turn 9038, Prize = Hammer 1X
Turn 9039, Prize = Brush 1X
Turn 9040, Prize = Hammer 1X
Turn 9041, Prize = Brush 1X
Turn 9042, Prize = Life 30 min
Turn 9043, Prize = Hammer 1X
Turn 9044, Prize = Brush 1X
Turn 9045, Prize = Hammer 1X
Turn 9046, Prize = Hammer 1X
Turn 9047, Prize = Brush 1X
Turn 9048, Prize = Hammer 1X
Turn 9049, Prize = Life 30 min
Turn 9050, Prize = Hammer 3X
Turn 9051, Prize = Life 30 min
Turn 9052, Prize = Hammer 3X
Turn 9053, Prize = Life 30 min
Turn 9054, Prize = Gem 75
Turn 9055, Prize = Brush 3X
Turn 9056, Prize = Hammer 1X
Turn 9057, Prize = Gem 35
Turn 9058, Prize = Hammer 1X
Turn 9059, Prize = Life 30 min
Turn 9060, Prize = Life 30 min
Turn 9061, Prize = Gem 75
Turn 9062, Prize = Gem 35
Turn 9063, Prize = Hammer 1X
Turn 9064, Prize = Brush 1X
Turn 9065, Prize = Gem 35
Turn 9066, Prize = Hammer 3X
Turn 9067, Prize = Brush 3X
Turn 9068, Prize = Life 30 min
Turn 9069, Prize = Hammer 3X
Turn 9070, Prize = Hammer 1X
Turn 9071, Prize = Gem 35
Turn 9072, Prize = Brush 1X
Turn 9073, Prize = Hammer 1X
Turn 9074, Prize = Brush 1X
Turn 9075, Prize = Gem 75
Turn 9076, Prize = Brush 1X
Turn 9077, Prize = Gem 75
Turn 9078, Prize = Brush 1X
Turn 9079, Prize = Hammer 3X
Turn 9080, Prize = Hammer 1X
Turn 9081, Prize = Brush 1X
Turn 9082, Prize = Hammer 1X
Turn 9083, Prize = Life 30 min
Turn 9084, Prize = Life 30 min
Turn 9085, Prize = Brush 1X
Turn 9086, Prize = Hammer 3X
Turn 9087, Prize = Hammer 3X
Turn 9088, Prize = Life 30 min
Turn 9089, Prize = Brush 3X
Turn 9090, Prize = Brush 3X
Turn 9091, Prize = Coin 750
Turn 9092, Prize = Life 30 min
Turn 9093, Prize = Life 30 min
Turn 9094, Prize = Hammer 3X
Turn 9095, Prize = Brush 1X
Turn 9096, Prize = Hammer 1X
Turn 9097, Prize = Brush 3X
Turn 9098, Prize = Brush 1X
Turn 9099, Prize = Brush 3X
Turn 9100, Prize = Hammer 3X
Turn 9101, Prize = Brush 1X
Turn 9102, Prize = Life 30 min
Turn 9103, Prize = Brush 3X
Turn 9104, Prize = Coin 750
Turn 9105, Prize = Gem 35
Turn 9106, Prize = Brush 1X
Turn 9107, Prize = Hammer 1X
Turn 9108, Prize = Gem 75
Turn 9109, Prize = Hammer 1X
Turn 9110, Prize = Brush 1X
Turn 9111, Prize = Brush 1X
Turn 9112, Prize = Gem 75
Turn 9113, Prize = Hammer 3X
Turn 9114, Prize = Hammer 1X
Turn 9115, Prize = Hammer 1X
Turn 9116, Prize = Brush 3X
Turn 9117, Prize = Brush 1X
Turn 9118, Prize = Gem 35
Turn 9119, Prize = Brush 1X
Turn 9120, Prize = Hammer 3X
Turn 9121, Prize = Coin 750
Turn 9122, Prize = Gem 35
Turn 9123, Prize = Hammer 1X
Turn 9124, Prize = Hammer 3X
Turn 9125, Prize = Hammer 3X
Turn 9126, Prize = Brush 1X
Turn 9127, Prize = Brush 1X
Turn 9128, Prize = Life 30 min
Turn 9129, Prize = Brush 1X
Turn 9130, Prize = Coin 750
Turn 9131, Prize = Brush 1X
Turn 9132, Prize = Brush 1X
Turn 9133, Prize = Life 30 min
Turn 9134, Prize = Coin 750
Turn 9135, Prize = Life 30 min
Turn 9136, Prize = Life 30 min
Turn 9137, Prize = Gem 35
Turn 9138, Prize = Brush 3X
Turn 9139, Prize = Life 30 min
Turn 9140, Prize = Brush 1X
Turn 9141, Prize = Brush 3X
Turn 9142, Prize = Brush 1X
Turn 9143, Prize = Hammer 1X
Turn 9144, Prize = Life 30 min
Turn 9145, Prize = Life 30 min
Turn 9146, Prize = Brush 1X
Turn 9147, Prize = Hammer 1X
Turn 9148, Prize = Life 30 min
Turn 9149, Prize = Gem 35
Turn 9150, Prize = Hammer 1X
Turn 9151, Prize = Life 30 min
Turn 9152, Prize = Brush 1X
Turn 9153, Prize = Brush 3X
Turn 9154, Prize = Hammer 3X
Turn 9155, Prize = Brush 1X
Turn 9156, Prize = Brush 1X
Turn 9157, Prize = Life 30 min
Turn 9158, Prize = Hammer 1X
Turn 9159, Prize = Brush 1X
Turn 9160, Prize = Brush 1X
Turn 9161, Prize = Hammer 1X
Turn 9162, Prize = Brush 3X
Turn 9163, Prize = Brush 1X
Turn 9164, Prize = Life 30 min
Turn 9165, Prize = Life 30 min
Turn 9166, Prize = Life 30 min
Turn 9167, Prize = Brush 3X
Turn 9168, Prize = Hammer 3X
Turn 9169, Prize = Brush 1X
Turn 9170, Prize = Brush 1X
Turn 9171, Prize = Life 30 min
Turn 9172, Prize = Hammer 3X
Turn 9173, Prize = Life 30 min
Turn 9174, Prize = Brush 1X
Turn 9175, Prize = Gem 35
Turn 9176, Prize = Hammer 1X
Turn 9177, Prize = Gem 75
Turn 9178, Prize = Life 30 min
Turn 9179, Prize = Hammer 1X
Turn 9180, Prize = Hammer 1X
Turn 9181, Prize = Life 30 min
Turn 9182, Prize = Life 30 min
Turn 9183, Prize = Brush 3X
Turn 9184, Prize = Gem 35
Turn 9185, Prize = Hammer 1X
Turn 9186, Prize = Gem 75
Turn 9187, Prize = Gem 75
Turn 9188, Prize = Life 30 min
Turn 9189, Prize = Gem 75
Turn 9190, Prize = Hammer 3X
Turn 9191, Prize = Brush 1X
Turn 9192, Prize = Coin 750
Turn 9193, Prize = Hammer 3X
Turn 9194, Prize = Hammer 1X
Turn 9195, Prize = Brush 1X
Turn 9196, Prize = Brush 1X
Turn 9197, Prize = Hammer 1X
Turn 9198, Prize = Brush 1X
Turn 9199, Prize = Life 30 min
Turn 9200, Prize = Hammer 1X
Turn 9201, Prize = Gem 35
Turn 9202, Prize = Gem 75
Turn 9203, Prize = Brush 3X
Turn 9204, Prize = Brush 1X
Turn 9205, Prize = Hammer 1X
Turn 9206, Prize = Brush 1X
Turn 9207, Prize = Life 30 min
Turn 9208, Prize = Brush 1X
Turn 9209, Prize = Life 30 min
Turn 9210, Prize = Gem 35
Turn 9211, Prize = Brush 1X
Turn 9212, Prize = Gem 35
Turn 9213, Prize = Life 30 min
Turn 9214, Prize = Brush 3X
Turn 9215, Prize = Life 30 min
Turn 9216, Prize = Life 30 min
Turn 9217, Prize = Gem 75
Turn 9218, Prize = Hammer 1X
Turn 9219, Prize = Hammer 1X
Turn 9220, Prize = Hammer 3X
Turn 9221, Prize = Life 30 min
Turn 9222, Prize = Gem 35
Turn 9223, Prize = Hammer 1X
Turn 9224, Prize = Brush 3X
Turn 9225, Prize = Life 30 min
Turn 9226, Prize = Gem 35
Turn 9227, Prize = Hammer 3X
Turn 9228, Prize = Brush 1X
Turn 9229, Prize = Life 30 min
Turn 9230, Prize = Life 30 min
Turn 9231, Prize = Hammer 1X
Turn 9232, Prize = Hammer 3X
Turn 9233, Prize = Brush 1X
Turn 9234, Prize = Gem 35
Turn 9235, Prize = Gem 35
Turn 9236, Prize = Life 30 min
Turn 9237, Prize = Life 30 min
Turn 9238, Prize = Hammer 3X
Turn 9239, Prize = Life 30 min
Turn 9240, Prize = Brush 1X
Turn 9241, Prize = Brush 1X
Turn 9242, Prize = Hammer 3X
Turn 9243, Prize = Brush 1X
Turn 9244, Prize = Life 30 min
Turn 9245, Prize = Life 30 min
Turn 9246, Prize = Brush 1X
Turn 9247, Prize = Life 30 min
Turn 9248, Prize = Brush 1X
Turn 9249, Prize = Life 30 min
Turn 9250, Prize = Brush 3X
Turn 9251, Prize = Brush 1X
Turn 9252, Prize = Hammer 1X
Turn 9253, Prize = Hammer 1X
Turn 9254, Prize = Brush 1X
Turn 9255, Prize = Hammer 1X
Turn 9256, Prize = Hammer 3X
Turn 9257, Prize = Hammer 1X
Turn 9258, Prize = Life 30 min
Turn 9259, Prize = Hammer 1X
Turn 9260, Prize = Brush 3X
Turn 9261, Prize = Hammer 1X
Turn 9262, Prize = Brush 1X
Turn 9263, Prize = Gem 35
Turn 9264, Prize = Brush 3X
Turn 9265, Prize = Brush 1X
Turn 9266, Prize = Hammer 1X
Turn 9267, Prize = Hammer 1X
Turn 9268, Prize = Gem 75
Turn 9269, Prize = Life 30 min
Turn 9270, Prize = Brush 1X
Turn 9271, Prize = Life 30 min
Turn 9272, Prize = Brush 1X
Turn 9273, Prize = Coin 750
Turn 9274, Prize = Brush 1X
Turn 9275, Prize = Coin 750
Turn 9276, Prize = Life 30 min
Turn 9277, Prize = Life 30 min
Turn 9278, Prize = Life 30 min
Turn 9279, Prize = Hammer 1X
Turn 9280, Prize = Brush 1X
Turn 9281, Prize = Brush 3X
Turn 9282, Prize = Gem 35
Turn 9283, Prize = Hammer 1X
Turn 9284, Prize = Brush 1X
Turn 9285, Prize = Hammer 1X
Turn 9286, Prize = Hammer 1X
Turn 9287, Prize = Hammer 3X
Turn 9288, Prize = Hammer 1X
Turn 9289, Prize = Brush 3X
Turn 9290, Prize = Brush 3X
Turn 9291, Prize = Brush 1X
Turn 9292, Prize = Hammer 1X
Turn 9293, Prize = Brush 1X
Turn 9294, Prize = Brush 1X
Turn 9295, Prize = Coin 750
Turn 9296, Prize = Brush 1X
Turn 9297, Prize = Gem 75
Turn 9298, Prize = Hammer 1X
Turn 9299, Prize = Life 30 min
Turn 9300, Prize = Coin 750
Turn 9301, Prize = Life 30 min
Turn 9302, Prize = Brush 1X
Turn 9303, Prize = Gem 35
Turn 9304, Prize = Life 30 min
Turn 9305, Prize = Gem 35
Turn 9306, Prize = Hammer 3X
Turn 9307, Prize = Brush 3X
Turn 9308, Prize = Brush 1X
Turn 9309, Prize = Brush 3X
Turn 9310, Prize = Life 30 min
Turn 9311, Prize = Hammer 1X
Turn 9312, Prize = Hammer 3X
Turn 9313, Prize = Brush 1X
Turn 9314, Prize = Hammer 3X
Turn 9315, Prize = Life 30 min
Turn 9316, Prize = Hammer 1X
Turn 9317, Prize = Brush 3X
Turn 9318, Prize = Hammer 1X
Turn 9319, Prize = Brush 1X
Turn 9320, Prize = Life 30 min
Turn 9321, Prize = Brush 1X
Turn 9322, Prize = Hammer 1X
Turn 9323, Prize = Life 30 min
Turn 9324, Prize = Brush 3X
Turn 9325, Prize = Hammer 3X
Turn 9326, Prize = Hammer 3X
Turn 9327, Prize = Brush 1X
Turn 9328, Prize = Brush 3X
Turn 9329, Prize = Brush 1X
Turn 9330, Prize = Life 30 min
Turn 9331, Prize = Hammer 3X
Turn 9332, Prize = Life 30 min
Turn 9333, Prize = Hammer 1X
Turn 9334, Prize = Hammer 3X
Turn 9335, Prize = Hammer 3X
Turn 9336, Prize = Life 30 min
Turn 9337, Prize = Gem 35
Turn 9338, Prize = Coin 750
Turn 9339, Prize = Hammer 1X
Turn 9340, Prize = Hammer 1X
Turn 9341, Prize = Gem 75
Turn 9342, Prize = Life 30 min
Turn 9343, Prize = Brush 3X
Turn 9344, Prize = Life 30 min
Turn 9345, Prize = Brush 3X
Turn 9346, Prize = Hammer 1X
Turn 9347, Prize = Hammer 1X
Turn 9348, Prize = Hammer 3X
Turn 9349, Prize = Brush 3X
Turn 9350, Prize = Brush 1X
Turn 9351, Prize = Brush 3X
Turn 9352, Prize = Life 30 min
Turn 9353, Prize = Hammer 3X
Turn 9354, Prize = Gem 75
Turn 9355, Prize = Brush 3X
Turn 9356, Prize = Hammer 3X
Turn 9357, Prize = Brush 3X
Turn 9358, Prize = Brush 1X
Turn 9359, Prize = Hammer 1X
Turn 9360, Prize = Hammer 1X
Turn 9361, Prize = Hammer 3X
Turn 9362, Prize = Hammer 1X
Turn 9363, Prize = Brush 1X
Turn 9364, Prize = Brush 1X
Turn 9365, Prize = Hammer 3X
Turn 9366, Prize = Gem 35
Turn 9367, Prize = Hammer 1X
Turn 9368, Prize = Brush 1X
Turn 9369, Prize = Life 30 min
Turn 9370, Prize = Brush 1X
Turn 9371, Prize = Life 30 min
Turn 9372, Prize = Life 30 min
Turn 9373, Prize = Gem 75
Turn 9374, Prize = Brush 1X
Turn 9375, Prize = Hammer 3X
Turn 9376, Prize = Brush 1X
Turn 9377, Prize = Brush 3X
Turn 9378, Prize = Life 30 min
Turn 9379, Prize = Brush 3X
Turn 9380, Prize = Hammer 1X
Turn 9381, Prize = Hammer 1X
Turn 9382, Prize = Life 30 min
Turn 9383, Prize = Hammer 3X
Turn 9384, Prize = Coin 750
Turn 9385, Prize = Gem 75
Turn 9386, Prize = Hammer 1X
Turn 9387, Prize = Brush 1X
Turn 9388, Prize = Brush 3X
Turn 9389, Prize = Gem 75
Turn 9390, Prize = Hammer 1X
Turn 9391, Prize = Hammer 1X
Turn 9392, Prize = Hammer 1X
Turn 9393, Prize = Brush 3X
Turn 9394, Prize = Hammer 1X
Turn 9395, Prize = Hammer 1X
Turn 9396, Prize = Life 30 min
Turn 9397, Prize = Hammer 1X
Turn 9398, Prize = Hammer 1X
Turn 9399, Prize = Life 30 min
Turn 9400, Prize = Life 30 min
Turn 9401, Prize = Hammer 1X
Turn 9402, Prize = Gem 75
Turn 9403, Prize = Brush 1X
Turn 9404, Prize = Brush 3X
Turn 9405, Prize = Gem 35
Turn 9406, Prize = Brush 1X
Turn 9407, Prize = Brush 1X
Turn 9408, Prize = Gem 35
Turn 9409, Prize = Hammer 3X
Turn 9410, Prize = Gem 35
Turn 9411, Prize = Coin 750
Turn 9412, Prize = Hammer 3X
Turn 9413, Prize = Brush 1X
Turn 9414, Prize = Life 30 min
Turn 9415, Prize = Gem 35
Turn 9416, Prize = Hammer 1X
Turn 9417, Prize = Hammer 3X
Turn 9418, Prize = Brush 3X
Turn 9419, Prize = Hammer 1X
Turn 9420, Prize = Brush 3X
Turn 9421, Prize = Hammer 3X
Turn 9422, Prize = Life 30 min
Turn 9423, Prize = Coin 750
Turn 9424, Prize = Brush 3X
Turn 9425, Prize = Life 30 min
Turn 9426, Prize = Gem 35
Turn 9427, Prize = Gem 35
Turn 9428, Prize = Hammer 1X
Turn 9429, Prize = Brush 1X
Turn 9430, Prize = Brush 1X
Turn 9431, Prize = Gem 75
Turn 9432, Prize = Brush 1X
Turn 9433, Prize = Hammer 1X
Turn 9434, Prize = Hammer 1X
Turn 9435, Prize = Hammer 1X
Turn 9436, Prize = Hammer 1X
Turn 9437, Prize = Life 30 min
Turn 9438, Prize = Life 30 min
Turn 9439, Prize = Hammer 1X
Turn 9440, Prize = Life 30 min
Turn 9441, Prize = Life 30 min
